text,labels
time 2021-03-27T12:30:08Z author COLLABORATOR repo 0chain/0chain title test formulae for smart contracts. body formulae for all the different smart contracts tests needed for the following formulae interestpoolsc interest amount apr duration year . minersc 1. each generator a role that miner plays every round if chosen by vrf makes a transaction to reward itself and all sharders of the previous block allshardersofpreviousblock . 2. totalearnings all fees for the block block reward 3. the totalearnings is shared by share_ratio between the generator and all sharders. generator_share share_ratio block_reward block_fees . sharder_share earnings generator_share allshardersofpreviousblock 4. generator and each sharder collects a service_charge of the shared earnings regardless of their stake . generator_payment service_charge generator_share rest is stakerearnings generator_share generator_payment . 5. users staking on a generator or sharder gets a stake share percentage of the stakerearnings. user_payment stake_share stakerearnings. 6. users staking will get a stake share of the interestreward based on the interest_rate in sc.yaml under minersc for the duration of the stake stake_start_round unstake_round stake interest_rate. is it interest_rate per block? how often is the payment? is it based on reward_round_period,1
time 2021-04-02T05:47:27Z author COLLABORATOR repo 0chain/0chain title single go.mod for project body single go.mod file to avoid replace s in nested go.mod projects,1
time 2021-04-07T12:19:17Z author COLLABORATOR repo 0chain/0chain title push to gitlab needs fixing body the push to github https github.com 0chain 0chain blob master .github workflows push to gitlab.yml pull request check is broken and needs fixing. at the moment it seems to be erroring with shell debug1 exit status 1 fatal could not read from remote repository. please make sure you have the correct access rights and the repository exists. the check was disabled in pr https github.com 0chain 0chain pull 160,0
time 2021-04-12T09:07:29Z author COLLABORATOR repo 0chain/0chain title unit_test.sh usng in sh body unit_test.sh uses sh bin sh but uses the construct. when run only showing errors you get sh docker.local bin unit_test.sh 13 not found docker.local bin unit_test.sh 24 not found docker.local bin unit_test.sh 38 not found is only valid in bash not sh. either use bin bash or change to . also check start.b0sharder.sh and start.b0miner.sh . build.miner.sh should be ok as it uses bash .,0
time 2021-04-13T08:25:55Z author COLLABORATOR repo 0chain/0chain title blober challange validators not getting there service charge body blobberreward in chaallenge.go https github.com 0chain 0chain blob master code go 0chain.net smartcontract storagesc challenge.go l76 is not paying the service charge to validators. movetovalidator https github.com 0chain 0chain blob master code go 0chain.net smartcontract storagesc challengepool.go l192 only pays out to delegates.,0
time 2021-04-20T11:59:24Z author COLLABORATOR repo 0chain/0chain title github.com spf13 viper is not thread safe body we use viper https pkg.go.dev github.com spf13 viper to control project configuration settings. unfortunately the viper package is not inherently threadsafe so we have to implement our own race protection. the unit test fs_store_test.go https github.com 0chain 0chain blob master code go 0chain.net sharder blockstore fs_store_test.go gives illistration of viper data race issues. for example fsblockstore.read https github.com 0chain 0chain blob master code go 0chain.net sharder blockstore fs_store.go l167 is unsafe. also there is no unit test for it but updateconfig https github.com 0chain 0chain blob master code go 0chain.net miner miner handler.go l60 looks problematic.,0
time 2021-04-20T16:06:29Z author COLLABORATOR repo 0chain/0chain title protect entitymetadatamap from concurrent access body entitymetadatamap https github.com 0chain 0chain blob master code go 0chain.net core datastore entity_metadata.go l5 is a global map accessed from numerous files across the project. it should be protected from concurrent access. adding a rwmutex to registerentitymetadata and getentitymetadata should be sufficient. this causes a race issue when running go test race on the 0chain code go 0chain.net sharder blockstore directory.,0
time 2021-04-25T08:54:21Z author COLLABORATOR repo 0chain/0chain title finalizeallocation and cancelallocation incorrect payment to blobbers body finalizeallocation can be called challenge_completion_time after the allocation has been expired. it handles any open challenges and completes any required payments 1. payments to the blobber based on challenges pass rate and allocation space used. 2. payments to the blobber based on min_lock_demeand if unfulfilled. 3. cacnelallocationrequest reuses the same code as finalizeallocation and shares common issues. there are the following problems. storageallocation.usedsize the storageallocation.usedsize is not being retrieved from the mpt. the json tag is missing https github.com 0chain 0chain blob master code go 0chain.net smartcontract storagesc models.go l543 . the pass rate calculation is faulty. the pass rate calculation https github.com 0chain 0chain blob master code go 0chain.net smartcontract storagesc allocation.go l980 unexpired challenges are considered successful and rewards given on this account this should not happen. the point of waiting for challenge_completion_time is that all open challenges can be automatically failed. already passed challenges are accidentally dropped so pass rates will usually be zero. currently the pass rate is not used due to the usedsize issue above.,0
time 2021-04-28T19:15:58Z author COLLABORATOR repo 0chain/0chain title addchallenge modify validator selection procedure body add a new smart contract config entry to sc.yaml minimum number of validators . modify the validator selection procedure https github.com 0chain 0chain blob master code go 0chain.net smartcontract storagesc challenge.go l727 . set the number of validators to the maximum of the new minimum number of validator entry and the allocation.datashards . unless that is more than the total number of validators then use all the validators. select the validators randomly.,1
time 2021-04-30T23:25:42Z author COLLABORATOR repo 0chain/0chain title check if the readpool is assigned to a wallet body we need to check if the readpool is assigned to a wallet and not dependent on the allocation so that rx_pay works for any allocation. write pools are per allocation. a user can have multiple wallets and each wallet can have multiple allocations,1
